code;nameja;kana;nameen;lat;lon;citycode;arv
320936;一関市千厩町;いちのせきしせんまやちょう;Ichinoseki City Senmaya Town;38.92;141.33;0320900;1.0767
320937;一関市東山町;いちのせきしひがしやまちょう;Ichinoseki City Higashiyama Town;39.00;141.25;0320900;1.0096
320938;一関市室根町;いちのせきしむろねちょう;Ichinoseki City Murone Town;38.94;141.44;0320900;0.9576
420531;気仙沼市本吉町津谷;けせんぬましもとよしちょうつや;Kesennuma City Motoyoshi Town Tsuya;38.79;141.50;0420500;1.4110
320939;一関市藤沢町;いちのせきしふじさわちょう;Ichinoseki City Fujisawa Town;38.86;141.35;0320900;0.9767
338131;金ケ崎町西根;かねがさきちょうにしね;Kanegasaki Town Nishine;39.20;141.12;0338100;1.5695
340231;平泉町平泉;ひらいずみちょうひらいずみ;Hiraizumi Town Hiraizumi;38.99;141.11;0340200;0.9012
336620;西和賀町川尻;にしわがまちかわしり;Nishiwaga Town Kawashiri;39.32;140.78;0336600;0.7868
336621;西和賀町沢内川舟;にしわがまちさわうちかわふね;Nishiwaga Town Sawauchikawafune;39.52;140.83;0336600;1.0104
336631;西和賀町沢内太田;にしわがまちさわうちおおた;Nishiwaga Town Sawauchiota;39.43;140.75;0336600;0.8054
321500;奥州市水沢大鐘町;おうしゅうしみずさわおおがねちょう;Oshu City Mizusawaogane Town;39.13;141.14;0321500;1.1239
321520;奥州市水沢佐倉河;おうしゅうしみずさわさくらかわ;Oshu City Mizusawasakurakawa;39.15;141.15;0321500;1.2200
321530;奥州市江刺;おうしゅうしえさし;Oshu City Esashi;39.19;141.17;0321500;1.9887
321531;奥州市前沢;おうしゅうしまえさわ;Oshu City Maesawa;39.05;141.12;0321500;0.9386
321535;奥州市胆沢;おうしゅうしいさわ;Oshu City Isawa;39.12;141.07;0321500;1.0680
321536;奥州市衣川;おうしゅうしころもがわ;Oshu City Koromogawa;39.04;141.06;0321500;0.8771
420500;気仙沼市赤岩;けせんぬましあかいわ;Kesennuma City Akaiwa;38.88;141.57;0420500;1.3271
420501;気仙沼市本吉町西川内;けせんぬましもとよしちょうにしかわうち;Kesennuma City Motoyoshi Town Nishikawauchi;38.81;141.47;0420500;1.0184
420520;気仙沼市笹が陣;けせんぬましささがじん;Kesennuma City Sasagajin;38.90;141.57;0420500;1.1413
320940;一関市川崎町;いちのせきしかわさきちょう;Ichinoseki City Kawasaki Town;38.90;141.26;0320900;1.7942
245031;新郷村戸来;しんごうむらへらい;Shingo Village Herai;40.47;141.17;0245000;0.9882
244632;階上町道仏;はしかみちょうどうぶつ;Hashikami Town Dobutsu;40.45;141.62;0244600;1.5117
244536;青森南部町平;あおもりなんぶちょうたいら;Aomori Nanbu Town Taira;40.42;141.33;0244500;1.0003
120621;釧路市阿寒町中央;くしろしあかんちょうちゅうおう;Kushiro City Akan Town Chuuo;43.11;144.12;0120600;1.2698
120623;釧路市阿寒町阿寒湖温泉;くしろしあかんちょうあかんこおんせん;Kushiro City Akan Town Akanko Onsen;43.44;144.09;0120600;0.0000
120641;釧路市音別町中園;くしろしおんべつちょうなかぞの;Kushiro City Onbetsu Town Nakazono;42.89;143.93;0120600;1.5392
166131;釧路町別保;くしろちょうべっぽ;Kushiro Town Beppo;43.00;144.47;0166100;1.2574
166200;厚岸町尾幌;あっけしちょうおぼろ;Akkeshi Town Oboro;43.00;144.69;0166200;1.3189
166220;厚岸町真栄;あっけしちょうしんえい;Akkeshi Town Shin'ei;43.05;144.85;0166200;1.4761
166300;浜中町湯沸;はまなかちょうとうふつ;Hamanaka Town Tofutsu;43.08;145.16;0166300;1.3490
166321;浜中町茶内;はまなかちょうちゃない;Hamanaka Town Chanai;43.13;145.03;0166300;1.3519
166420;標茶町川上;しべちゃちょうかわかみ;Shibecha Town Kawakami;43.30;144.60;0166400;1.4096
166421;標茶町塘路;しべちゃちょうとうろ;Shibecha Town Toro;43.15;144.50;0166400;1.3053
166720;鶴居村鶴居東;つるいむらつるいひがし;Tsurui Village Tsuruihigashi;43.23;144.33;0166700;1.3446
166820;白糠町西１条;しらぬかちょうにしいちじょう;Shiranuka Town Nishi 1-jo;42.96;144.07;0166800;1.7490
169200;中標津町養老牛;なかしべつちょうようろううし;Nakashibetsu Town Yoroushi;43.59;144.72;0169200;1.2405
169220;中標津町丸山;なかしべつちょうまるやま;Nakashibetsu Town Maruyama;43.55;144.97;0169200;1.5603
120620;釧路市黒金町;くしろしくろがねちょう;Kushiro City Kurogane Town;42.98;144.38;0120600;2.0140
169300;標津町古多糠;しべつちょうこたぬか;Shibetsu Town Kotanuka;43.78;145.00;0169300;1.2981
169321;標津町薫別;しべつちょうくんべつ;Shibetsu Town Kunbetsu;43.79;145.06;0169300;1.6036
169400;羅臼町春日;らうすちょうかすが;Rausu Town Kasuga;43.94;145.12;0169400;0.6689
169420;羅臼町緑町;らうすちょうみどりちょう;Rausu Town Midori Town;44.02;145.19;0169400;1.2537
169421;羅臼町岬町;らうすちょうみさきちょう;Rausu Town Misaki Town;44.11;145.25;0169400;1.4425
169100;別海町常盤;べつかいちょうときわ;Betsukai Town Tokiwa;43.39;145.12;0169100;1.7556
169120;別海町西春別;べつかいちょうにししゅんべつ;Betsukai Town Nishishunbetsu;43.41;144.77;0169100;1.4262
169122;別海町本別海;べつかいちょうほんべつかい;Betsukai Town Honbetsukai;43.39;145.28;0169100;2.3746
122300;根室市弥栄;ねむろしやさかえ;Nemuro City Yasakae;43.33;145.59;0122300;1.4115
122301;根室市豊里;ねむろしとよさと;Nemuro City Toyosato;43.37;145.74;0122300;1.4979
122320;根室市牧の内;ねむろしまきのうち;Nemuro City Makinochi;43.33;145.60;0122300;1.3344
122321;根室市厚床;ねむろしあっとこ;Nemuro City Attoko;43.23;145.26;0122300;1.5350
122322;根室市落石東;ねむろしおちいしひがし;Nemuro City Ochiishihigashi;43.19;145.52;0122300;1.3044
122323;根室市珸瑤瑁;ねむろしごようまい;Nemuro City Goyomai;43.37;145.80;0122300;1.5109
220100;青森市花園;あおもりしはなぞの;Aomori City Hanazono;40.82;140.77;0220100;1.9258
169320;標津町北２条;しべつちょうきたにじょう;Shibetsu Town Kita 2-jo;43.66;145.13;0169300;1.8484
220120;青森市中央;あおもりしちゅうおう;Aomori City Chuuo;40.82;140.75;0220100;1.9955
120602;釧路市音別町尺別;くしろしおんべつちょうしゃくべつ;Kushiro City Onbetsu Town Shakubetsu;42.91;143.83;0120600;0.6689
166521;弟子屈町サワンチサップ;てしかがちょうさわんちさっぷ;Teshikaga Town Sawanchisappu;43.64;144.39;0166500;1.2800
163320;上士幌町清水谷;かみしほろちょうしみずだに;Kamishihoro Town Shimizudani;43.32;143.30;0163300;0.8065
163331;上士幌町上士幌;かみしほろちょうかみしほろ;Kamishihoro Town Kamishihoro;43.23;143.30;0163300;1.1661
163431;鹿追町東町;しかおいちょうひがしまち;Shikaoi Town Higashi Town;43.10;142.99;0163400;1.1255
163520;新得町２条;しんとくちょうにじょう;Shintoku Town 2-jo;43.07;142.84;0163500;1.2301
163521;新得町トムラウシ;しんとくちょうとむらうし;Shintoku Town Tomuraushi;43.33;142.95;0163500;0.6689
164700;足寄町上螺湾;あしょろちょうかみらわん;Ashoro Town Kamirawan;43.30;143.77;0164700;0.6689
164720;足寄町南１条;あしょろちょうみなみいちじょう;Ashoro Town Minami 1-jo;43.24;143.55;0164700;0.8814
164820;陸別町陸別;りくべつちょうりくべつ;Rikubetsu Town Rikubetsu;43.47;143.75;0164800;0.9624
120700;帯広市東４条;おびひろしひがしよじょう;Obihiro City Higashi 4-jo;42.92;143.21;0120700;1.2367
120720;帯広市東６条;おびひろしひがしろくじょう;Obihiro City Higashi 6-jo;42.93;143.21;0120700;1.2380
163131;音更町元町;おとふけちょうもとまち;Otofuke Town Motomachi;42.99;143.20;0163100;1.2213
163220;士幌町士幌;しほろちょうしほろ;Shihoro Town Shihoro;43.17;143.24;0163200;1.2001
163600;十勝清水町南４条;とかちしみずちょうみなみよじょう;Tokachishimizu Town Minami 4-jo;43.01;142.88;0163600;1.2200
163732;芽室町東２条;めむろちょうひがしにじょう;Memuro Town Higashi 2-jo;42.91;143.05;0163700;1.1911
120601;釧路市幸町;くしろしさいわいちょう;Kushiro City Saiwai Town;42.99;144.38;0120600;1.4425
164300;幕別町忠類明和;まくべつちょうちゅうるいめいわ;Makubetsu Town Churuimeiwa;42.62;143.36;0164300;0.8602
164334;幕別町本町;まくべつちょうもとまち;Makubetsu Town Moto Town;42.91;143.36;0164300;1.1418
164420;十勝池田町西１条;とかちいけだちょうにしいちじょう;Tokachiikeda Town Nishi 1-jo;42.93;143.45;0164400;2.0910
164531;豊頃町茂岩本町;とよころちょうもいわほんまち;Toyokoro Town Moiwahon Town;42.80;143.51;0164500;2.1423
164600;本別町北２丁目;ほんべつちょうきたにちょうめ;Honbetsu Town Kita 2-chome;43.12;143.61;0164600;1.1173
164620;本別町向陽町;ほんべつちょうこうようちょう;Honbetsu Town Koyo Town;43.12;143.62;0164600;0.8610
164920;浦幌町桜町;うらほろちょうさくらまち;Urahoro Town Sakura Town;42.81;143.66;0164900;1.2674
163820;中札内村東２条;なかさつないむらひがしにじょう;Nakasatsunai Village Higashi 2-jo;42.70;143.14;0163800;1.1102
163931;更別村更別;さらべつむらさらべつ;Sarabetsu Village Sarabetsu;42.65;143.19;0163900;1.1278
164120;十勝大樹町東本通;とかちたいきちょうひがしほんどおり;Tokachitaiki Town Higashihondori;42.50;143.28;0164100;0.9482
164121;十勝大樹町生花;とかちたいきちょうせいか;Tokachitaiki Town Seika;42.62;143.42;0164100;1.0069
164200;広尾町並木通;ひろおちょうなみきどおり;Hiro Town Namikidori;42.29;143.32;0164200;1.4761
164201;広尾町白樺通;ひろおちょうしらかばどおり;Hiro Town Shirakabadori;42.29;143.30;0164200;1.0020
166501;弟子屈町美里;てしかがちょうみさと;Teshikaga Town Misato;43.48;144.44;0166500;1.4137
166520;弟子屈町弟子屈;てしかがちょうてしかが;Teshikaga Town Teshikaga;43.51;144.45;0166500;1.3859
164333;幕別町忠類錦町;まくべつちょうちゅうるいにしきまち;Makubetsu Town Churuinishiki Town;42.57;143.31;0164300;1.1024
220130;青森市浪岡;あおもりしなみおか;Aomori City Namioka;40.71;140.60;0220100;1.0993
220500;五所川原市栄町;ごしょがわらしさかえまち;Goshogawara City Sakaemachi;40.80;140.44;0220500;2.2265
220501;五所川原市太田;ごしょがわらしおおた;Goshogawara City Ota;41.06;140.41;0220500;1.2565
236731;田舎館村田舎館;いなかだてむらいなかだて;Inakadate Village Inakadate;40.63;140.55;0236700;1.2569
221030;平川市猿賀;ひらかわしさるか;Hirakawa City Saruka;40.62;140.57;0221000;1.1095
221033;平川市碇ヶ関;ひらかわしいかりがせき;Hirakawa City Ikarigaseki;40.47;140.63;0221000;0.6689
221034;平川市柏木町;ひらかわしかしわぎまち;Hirakawa City Kashiwagi Town;40.58;140.57;0221000;0.9869
220301;八戸市島守;はちのへししまもり;Hachinohe City Shimamori;40.38;141.51;0220300;0.8818
220302;八戸市湊町;はちのへしみなとまち;Hachinohe City Minato Town;40.53;141.52;0220300;1.8725
220320;八戸市内丸;はちのへしうちまる;Hachinohe City Uchimaru;40.51;141.49;0220300;1.5199
220331;八戸市南郷;はちのへしなんごう;Hachinohe City Nango;40.40;141.44;0220300;1.0272
220621;十和田市西二番町;とわだしにしにばんちょう;Towada City Nishiniban Town;40.62;141.21;0220600;1.2628
220630;十和田市西十二番町;とわだしにしじゅうにばんちょう;Towada City Nishijuniban Town;40.61;141.21;0220600;1.2288
220632;十和田市奥瀬;とわだしおくせ;Towada City Okuse;40.59;141.11;0220600;1.1563
220731;三沢市桜町;みさわしさくらちょう;Misawa City Sakura Town;40.68;141.37;0220700;1.4435
240120;野辺地町田狭沢;のへじまちたばさみざわ;Noheji Town Tabasamizawa;40.87;141.14;0240100;1.4759
240131;野辺地町野辺地;のへじまちのへじ;Noheji Town Noheji;40.86;141.13;0240100;0.9696
236230;大鰐町大鰐;おおわにまちおおわに;Owani Town Owani;40.52;140.57;0236200;1.1331
240200;七戸町北天間舘;しちのへまちきたてんまだて;Shichinohe Town Kitatenmadate;40.79;141.06;0240200;0.6689
240232;七戸町七戸;しちのへまちしちのへ;Shichinohe Town Shichinohe;40.70;141.15;0240200;1.0813
240531;六戸町犬落瀬;ろくのへまちいぬおとせ;Rokunohe Town Inuotose;40.61;141.33;0240500;2.2447
240620;横浜町林ノ脇;よこはままちはやしのわき;Yokohama Machihayashinowaki;41.08;141.26;0240600;1.3298
240630;横浜町寺下;よこはままちてらした;Yokohama Machiterashita;41.08;141.25;0240600;1.5375
240831;東北町上北南;とうほくまちかみきたみなみ;Tohoku Town Kamikitaminami;40.73;141.26;0240800;2.1666
240832;東北町塔ノ沢山;とうほくまちとうのさわやま;Tohoku Town Tonosawayama;40.78;141.22;0240800;1.2455
241100;六ヶ所村尾駮;ろっかしょむらおぶち;Rokkasho Village Obuchi;40.97;141.37;0241100;1.8484
241101;六ヶ所村出戸;ろっかしょむらでと;Rokkasho Village Deto;41.01;141.37;0241100;1.3282
244131;三戸町在府小路町;さんのへまちざいふこうじまち;Sannohe Town Zaifukoji Town;40.38;141.26;0244100;1.1959
244200;五戸町古舘;ごのへまちふるだて;Gonohe Town Furudate;40.53;141.31;0244200;1.2480
244231;五戸町倉石中市;ごのへまちくらいしなかいち;Gonohe Town Kurai City;40.51;141.25;0244200;0.9416
244331;田子町田子;たっこまちたっこ;Takko Town Takko;40.34;141.15;0244300;0.8747
244530;青森南部町沖田面;あおもりなんぶちょうおきたおもて;Aomori Nanbu Town Okitaomote;40.41;141.28;0244500;1.2081
244534;青森南部町苫米地;あおもりなんぶちょうとまべち;Aomori Nanbu Town Tomabechi;40.47;141.38;0244500;1.2176
240231;七戸町森ノ上;しちのへまちもりのかみ;Shichinohe Town Morinokami;40.74;141.16;0240200;1.1294
236132;藤崎町水木;ふじさきまちみずき;Fujisaki Town Mizuki;40.67;140.54;0236100;1.3044
236130;藤崎町西豊田;ふじさきまちにしとよだ;Fujisaki Town Nishitoyoda;40.66;140.50;0236100;2.1959
234331;西目屋村田代;にしめやむらたしろ;Nishimeya Village Tashiro;40.58;140.30;0234300;0.8539
220520;五所川原市敷島町;ごしょがわらししきしまちょう;Goshogawara City Shikishima Town;40.82;140.45;0220500;1.9638
220533;五所川原市相内;ごしょがわらしあいうち;Goshogawara City Aiuchi;41.06;140.35;0220500;1.0664
220534;五所川原市金木町;ごしょがわらしかなぎちょう;Goshogawara City Kanagi Town;40.90;140.46;0220500;2.1474
230100;平内町小湊;ひらないまちこみなと;Hiranai Town Kominato;40.93;140.95;0230100;1.7490
230120;平内町東田沢;ひらないまちひがしたざわ;Hiranai Town Higashitazawa;40.99;140.92;0230100;0.6689
230330;今別町今別;いまべつまちいまべつ;Imabetsu Town Imabetsu;41.18;140.48;0230300;1.4948
230431;蓬田村阿弥陀川;よもぎたむらあみだがわ;Yomogita Village Amidagawa;40.97;140.65;0230400;1.8779
238132;板柳町板柳;いたやなぎまちいたやなぎ;Itayanagi Town Itayanagi;40.70;140.46;0238100;1.7326
238430;鶴田町鶴田;つるたまちつるた;Tsuruta Town Tsuruta;40.76;140.43;0238400;1.7927
220932;つがる市柏;つがるしかしわ;Tsugaru City Kashiwa;40.79;140.41;0220900;2.0677
220936;つがる市森田町;つがるしもりたちょう;Tsugaru City Morita Town;40.78;140.33;0220900;1.3819
220938;つがる市稲垣町;つがるしいながきちょう;Tsugaru City Inagaki Town;40.88;140.40;0220900;1.9930
220939;つがる市車力町;つがるししゃりきちょう;Tsugaru City Shariki Town;40.95;140.36;0220900;1.2533
220940;つがる市木造;つがるしきづくり;Tsugaru City Kizukuri;40.81;140.38;0220900;2.1152
230733;外ヶ浜町平舘;そとがはままちたいらだて;Sotogahama Town Tairadate;41.15;140.63;0230700;1.2037
230734;外ヶ浜町三厩;そとがはままちみんまや;Sotogahama Town Minmaya;41.19;140.43;0230700;0.9147
230735;外ヶ浜町蟹田;そとがはままちかにた;Sotogahama Town Kanita;41.04;140.63;0230700;1.0778
232332;深浦町岩崎;ふかうらまちいわさき;Fukaura Town Iwasaki;40.58;139.93;0232300;1.7490
232320;深浦町深浦中沢;ふかうらまちふかうらなかざわ;Fukaura Town Fukauranakazawa;40.64;139.93;0232300;1.3216
232302;深浦町深浦岡町;ふかうらまちふかうらおかまち;Fukaura Town Fukauraoka Town;40.65;139.93;0232300;1.4425
232301;深浦町長慶平;ふかうらまちちょうけいだいら;Fukaura Town Chokeidaira;40.60;140.00;0232300;0.9994
232120;鰺ヶ沢町舞戸町小夜;あじがさわまちまいとまちさよ;Ajigasawa Town Maito Town Sayo;40.78;140.21;0232100;1.5484
232101;鰺ヶ沢町舞戸町鳴戸;あじがさわまちまいとまちなると;Ajigasawa Town Maito Town Naruto;40.78;140.23;0232100;1.0092
2121937;郡上市大和町;ぐじょうしやまとちょう;Gujo City Yamato Town;35.81;136.90;2121900;0.9091
220430;黒石市市ノ町;くろいししいちのまち;Kuroishi City Ichino Town;40.64;140.59;0220400;1.2196
220230;弘前市賀田;ひろさきしよした;Hirosaki City Yoshita;40.62;140.42;0220200;1.4417
220220;弘前市城東中央;ひろさきしじょうとうちゅうおう;Hirosaki City Jotochuuo;40.60;140.50;0220200;1.2254
220201;弘前市弥生;ひろさきしやよい;Hirosaki City Yayoi;40.65;140.36;0220200;1.2202
220200;弘前市和田町;ひろさきしわだちょう;Hirosaki City Wada Town;40.61;140.46;0220200;1.2506
238734;中泊町中里;なかどまりまちなかさと;Nakadomari Town Nakasato;40.96;140.43;0238700;1.8586
238733;中泊町小泊;なかどまりまちこどまり;Nakadomari Town Kodomari;41.13;140.30;0238700;1.4425
220232;弘前市五所;ひろさきしごしょ;Hirosaki City Gosho;40.59;140.40;0220200;1.3035
1020730;館林市城町;たてばやしししろまち;Tatebayashi City Shiro Town;36.25;139.54;1020700;1.4957
1020721;館林市上三林町;たてばやししかみみばやしちょう;Tatebayashi City Kamimibayashi Town;36.22;139.48;1020700;1.4066
1020830;渋川市石原;しぶかわしいしはら;Shibukawa City Ishihara;36.49;139.00;1020800;1.0096
1721136;能美市寺井町;のみしてらいまち;Nomi City Terai Town;36.44;136.50;1721100;1.3789
1721230;野々市市三納;ののいちしさんのう;Nonoichi City Sanno;36.52;136.61;1721200;1.2566
1820100;福井市豊島;ふくいしとよしま;Fukui City Toyoshima;36.06;136.22;1820100;2.0998
1820121;福井市蒲生町;ふくいしがもうちょう;Fukui City Gamo Town;36.04;136.01;1820100;1.7490
1820122;福井市原目町;ふくいしはらめちょう;Fukui City Harame Town;36.07;136.27;1820100;1.9397
1820131;福井市美山町;ふくいしみやまちょう;Fukui City Miyama Town;36.00;136.36;1820100;1.0583
1820134;福井市小羽町;ふくいしおばちょう;Fukui City Oba Town;36.03;136.14;1820100;2.0834
1820137;福井市茱崎町;ふくいしぐみざきちょう;Fukui City Gumizaki Town;36.04;136.015;1820100;0.6689
1820522;大野市貝皿;おおのしかいざら;Ono City Kaizara;35.91;136.67;1820500;0.7649
1820533;大野市天神町;おおのしてんじんちょう;Ono City Tenjin Town;35.98;136.49;1820500;1.1037
1820600;勝山市旭町;かつやましあさひまち;Katsuyama City Asahi Town;36.05;136.51;1820600;0.8591
1820731;鯖江市水落町;さばえしみずおちちょう;Sabae City Mizuochi Town;35.96;136.19;1820700;2.0664
1832231;永平寺町松岡春日;えいへいじちょうまつおかかすが;Eiheiji Town Matsuokakasuga;36.09;136.30;1832200;0.6689
1832233;永平寺町東古市;えいへいじちょうひがしふるいち;Eiheiji Town Higa City;36.10;136.33;1832200;1.2187
1721135;能美市来丸町;のみしらいまるまち;Nomi City Raimaru Town;36.45;136.55;1721100;1.2074
1832234;永平寺町山王;えいへいじちょうさんのう;Eiheiji Town Sanno;36.08;136.40;1832200;1.1376
1842330;越前町道口;えちぜんちょうみちぐち;Echizen Town Michiguchi;35.94;136.00;1842300;0.5689
1842334;越前町織田;えちぜんちょうおた;Echizen Town Ota;35.96;136.05;1842300;0.8606
1842335;越前町江波;えちぜんちょうえなみ;Echizen Town Enami;35.94;136.07;1842300;0.9382
1842337;越前町西田中;えちぜんちょうにしたなか;Echizen Town Nishitanaka;35.97;136.13;1842300;1.7594
1820832;あわら市市姫;あわらしいちひめ;Awara City Ichihime;36.21;136.23;1820800;2.1656
1820833;あわら市国影;あわらしくにかげ;Awara City Kunikage;36.22;136.20;1820800;1.9750
1840433;南越前町河野;みなみえちぜんちょうこうの;Minamiechizen Town Kono;35.82;136.07;1840400;0.0000
1840434;南越前町東大道;みなみえちぜんちょうひがしだいどう;Minamiechizen Town Higashidaido;35.84;136.19;1840400;1.1757
1840435;南越前町今庄;みなみえちぜんちょういまじょう;Minamiechizen Town Imajo;35.77;136.20;1840400;0.5689
1820900;越前市高瀬;えちぜんしたかせ;Echizen City Takase;35.90;136.16;1820900;1.2438
1820920;越前市村国;えちぜんしむらくに;Echizen City Murakuni;35.91;136.17;1820900;1.2575
1820932;越前市粟田部;えちぜんしあわたべ;Echizen City Awatabe;35.92;136.25;1820900;0.6689
1821001;福井坂井市三国町陣ケ岡;ふくいさかいしみくにちょうじんがおか;Fukui Sakai City Mikuni Town Jingaoka;36.24;136.14;1821000;1.1871
1821022;福井坂井市三国町中央;ふくいさかいしみくにちょうちゅうおう;Fukui Sakai City Mikuni Town Chuuo;36.22;136.16;1821000;2.0743
1838230;福井池田町稲荷;ふくいいけだちょういなり;Fukui Ikeda Town Inari;35.89;136.34;1838200;0.9358
1821030;福井坂井市丸岡町西里丸岡;ふくいさかいしまるおかちょうにしさとまるおか;Fukui Sakai City Maruoka Town Nishisatomaruoka;36.15;136.27;1821000;1.3503
1721133;能美市中町;のみしなかまち;Nomi City Nakamachi;36.45;136.46;1721100;1.8484
1721039;白山市市原;はくさんしいちはら;Hakusan City Ichihara;36.32;136.65;1721000;0.6689
1738420;志賀町香能;しかまちかのう;Shika Town Kano;37.16;136.69;1738400;0.9822
1738431;志賀町末吉千古;しかまちすえよしせんこ;Shika Town Sueyoshisenko;37.01;136.78;1738400;1.7490
1746121;穴水町大町;あなみずまちおおまち;Anamizu Town O Town;37.23;136.91;1746100;1.7490
1738633;宝達志水町子浦;ほうだつしみずちょうしお;Hodatsushimizu Town Shio;36.86;136.80;1738600;1.3322
1738634;宝達志水町今浜;ほうだつしみずちょういまはま;Hodatsushimizu Town Imahama;36.83;136.75;1738600;1.8369
1740733;中能登町末坂;なかのとまちすえざか;Nakanoto Town Suezaka;36.99;136.90;1740700;1.2581
1740736;中能登町井田;なかのとまちいだ;Nakanoto Town Ida;36.97;136.91;1740700;1.1876
1740737;中能登町能登部下;なかのとまちのとべしも;Nakanoto Town Notobeshimo;36.96;136.87;1740700;1.4317
1746301;能登町宇出津;のとちょううしつ;Noto Town Ushitsu;37.31;137.15;1746300;1.4425
1746334;能登町柳田;のとちょうやなぎだ;Noto Town Yanagida;37.37;137.10;1746300;0.8739
1746335;能登町松波;のとちょうまつなみ;Noto Town Matsunami;37.35;137.24;1746300;2.1114
1720100;金沢市西念;かなざわしさいねん;Kanazawa City Sainen;36.59;136.63;1720100;2.0388
1720120;金沢市弥生;かなざわしやよい;Kanazawa City Yayoi;36.54;136.64;1720100;1.2846
1720300;小松市小馬出町;こまつしこんまでまち;Komatsu City Konmade Town;36.41;136.44;1720300;1.9750
1721040;白山市女原;はくさんしおなばら;Hakusan City Onabara;36.28;136.65;1721000;0.5689
1720320;小松市向本折町;こまつしむかいもとおりまち;Komatsu City Mukaimotori Town;36.40;136.44;1720300;1.9397
1720620;加賀市大聖寺南町;かがしだいしょうじみなみちょう;Kaga City Daishoji Minami Town;36.30;136.32;1720600;1.4441
1720632;加賀市山中温泉本町;かがしやまなかおんせんほんまち;Kaga City Yamanaka Onsen Hon Town;36.25;136.37;1720600;0.6689
1732431;川北町壱ツ屋;かわきたまちひとつや;Kawakita Town Hitotsuya;36.47;136.54;1732400;1.2553
1736101;津幡町加賀爪;つばたまちかがつめ;Tsubata Town Kagatsume;36.67;136.73;1736100;1.7835
1736532;内灘町大学;うちなだまちだいがく;Uchinada Town Daigaku;36.65;136.65;1736500;1.8343
1720921;かほく市浜北;かほくしはまきた;Kahoku City Hamakita;36.73;136.70;1720900;1.8484
1720932;かほく市宇野気;かほくしうのけ;Kahoku City Unoke;36.72;136.71;1720900;1.8369
1720933;かほく市高松;かほくしたかまつ;Kahoku City Takamatsu;36.77;136.73;1720900;1.8484
1721020;白山市別宮町;はくさんしべっくまち;Hakusan City Bekku Town;36.36;136.60;1721000;0.9595
1721021;白山市白峰;はくさんししらみね;Hakusan City Shiramine;36.18;136.62;1721000;0.5689
1721030;白山市倉光;はくさんしくらみつ;Hakusan City Kuramitsu;36.51;136.57;1721000;1.2539
1721036;白山市美川浜町;はくさんしみかわはままち;Hakusan City Mikawahama Town;36.49;136.49;1721000;1.3830
1721037;白山市鶴来本町;はくさんしつるぎほんまち;Hakusan City Tsurugihon Town;36.45;136.63;1721000;0.6689
1721038;白山市河内町口直海;はくさんしかわちまちくちのみ;Hakusan City Kawachi Town Kuchinomi;36.40;136.63;1721000;0.8179
1720600;加賀市直下町;かがしそそりまち;Kaga City Sosori Town;36.28;136.33;1720600;1.3627
1738400;志賀町富来領家町;しかまちとぎりょうけまち;Shika Town Togiryoke Town;37.14;136.73;1738400;1.8484
1821032;福井坂井市坂井町下新庄;ふくいさかいしさかいちょうしもしんじょう;Fukui Sakai City Sakai Town Shimoshinjo;36.17;136.23;1821000;1.9030
1820200;敦賀市松栄町;つるがしまつえちょう;Tsuruga City Matsue Town;35.65;136.06;1820200;1.8123
1921034;甲斐市島上条;かいししまかみじょう;Kai City Shimakamijo;35.69;138.52;1921000;1.0281
1921131;笛吹市一宮町末木;ふえふきしいちのみやちょうすえき;Fuefuki City Ichinomiya Town Sueki;35.65;138.69;1921100;0.8884
1921135;笛吹市境川町藤垈;ふえふきしさかいがわちょうふじぬた;Fuefuki City Sakaigawa Town Fujinuta;35.59;138.62;1921100;0.7869
1921136;笛吹市御坂町夏目原;ふえふきしみさかちょうなつめばら;Fuefuki City Misaka Town Natsumebara;35.62;138.66;1921100;0.8447
1921137;笛吹市芦川町中芦川;ふえふきしあしがわちょうなかあしがわ;Fuefuki City Ashigawa Town Nakaashigawa;35.55;138.67;1921100;0.6689
1921139;笛吹市八代町南;ふえふきしやつしろちょうみなみ;Fuefuki City Yatsushiro Town Minami;35.62;138.64;1921100;1.0473
1921140;笛吹市役所;ふえふきしやくしょ;Fuefuki City Hall;35.65;138.64;1921100;1.0648
1921141;笛吹市春日居町寺本;ふえふきしかすがいちょうてらもと;Fuefuki City Kasugai Town Teramoto;35.67;138.65;1921100;1.0645
1920920;山梨北杜市健康ランド須玉;やまなしほくとしけんこうらんどすたま;Yamanashi Hokuto City Kenkorandosutama;35.79;138.42;1920900;0.8881
1920930;山梨北杜市明野町;やまなしほくとしあけのちょう;Yamanashi Hokuto City Akeno Town;35.77;138.44;1920900;1.2406
1920932;山梨北杜市高根町;やまなしほくとしたかねちょう;Yamanashi Hokuto City Takane Town;35.84;138.41;1920900;1.2858
1920938;山梨北杜市武川町;やまなしほくとしむかわちょう;Yamanashi Hokuto City Mukawa Town;35.78;138.38;1920900;0.9931
1920939;山梨北杜市長坂町;やまなしほくとしながさかちょう;Yamanashi Hokuto City Nagasaka Town;35.83;138.37;1920900;1.3011
1920940;山梨北杜市白州町;やまなしほくとしはくしゅうちょう;Yamanashi Hokuto City Hakushu Town;35.81;138.34;1920900;0.7765
1921033;甲斐市下今井;かいししもいまい;Kai City Shimoimai;35.69;138.49;1921000;1.2711
